yourlist:M201803228A530B6CA0138AFAA6D2B97CE8C2A924102F3CB	Entry	Entry name	Gene names	Organism
Q9UMW8	Q9UMW8	UBP18_HUMAN	USP18 ISG43	Homo sapiens (Human)
Q9UL18	Q9UL18	AGO1_HUMAN	AGO1 EIF2C1	Homo sapiens (Human)
Q13901	Q13901	C1D_HUMAN	C1D	Homo sapiens (Human)
Q9Y5X4	Q9Y5X4	NR2E3_HUMAN	NR2E3 PNR RNR	Homo sapiens (Human)
Q9GZX6	Q9GZX6	IL22_HUMAN	IL22 ILTIF ZCYTO18 UNQ3099/PRO10096	Homo sapiens (Human)
Q13007	Q13007	IL24_HUMAN	IL24 MDA7 ST16	Homo sapiens (Human)
Q9NYY1	Q9NYY1	IL20_HUMAN	IL20 ZCYTO10 UNQ852/PRO1801	Homo sapiens (Human)
O15344	O15344	TRI18_HUMAN	MID1 FXY RNF59 TRIM18 XPRF	Homo sapiens (Human)
O15033	O15033	AREL1_HUMAN	AREL1 KIAA0317	Homo sapiens (Human)
P08476	P08476	INHBA_HUMAN	INHBA	Homo sapiens (Human)
P13385	P13385	TDGF1_HUMAN	TDGF1 CRIPTO	Homo sapiens (Human)
P09529	P09529	INHBB_HUMAN	INHBB	Homo sapiens (Human)
P55103	P55103	INHBC_HUMAN	INHBC	Homo sapiens (Human)
Q9H840	Q9H840	GEMI7_HUMAN	GEMIN7	Homo sapiens (Human)
Q9UK45	Q9UK45	LSM7_HUMAN	LSM7	Homo sapiens (Human)
O75351	O75351	VPS4B_HUMAN	VPS4B SKD1 VPS42 MIG1	Homo sapiens (Human)
Q7LBR1	Q7LBR1	CHM1B_HUMAN	CHMP1B C18orf2	Homo sapiens (Human)
Q9NZZ3	Q9NZZ3	CHMP5_HUMAN	CHMP5 C9orf83 SNF7DC2 CGI-34 HSPC177 PNAS-114 PNAS-2	Homo sapiens (Human)
Q9NP79	Q9NP79	VTA1_HUMAN	VTA1 C6orf55 HSPC228 My012	Homo sapiens (Human)
P02753	P02753	RET4_HUMAN	RBP4 PRO2222	Homo sapiens (Human)
O95400	O95400	CD2B2_HUMAN	CD2BP2 KIAA1178	Homo sapiens (Human)
P98179	P98179	RBM3_HUMAN	RBM3 RNPL	Homo sapiens (Human)
Q9UJW3	Q9UJW3	DNM3L_HUMAN	DNMT3L	Homo sapiens (Human)
Q03518	Q03518	TAP1_HUMAN	TAP1 ABCB2 PSF1 RING4 Y3	Homo sapiens (Human)
P13747	P13747	HLAE_HUMAN	HLA-E HLA-6.2 HLAE	Homo sapiens (Human)
Q03519	Q03519	TAP2_HUMAN	TAP2 ABCB3 PSF2 RING11 Y1	Homo sapiens (Human)
Q14162	Q14162	SREC_HUMAN	SCARF1 KIAA0149 SREC	Homo sapiens (Human)
O15533	O15533	TPSN_HUMAN	TAPBP NGS17 TAPA	Homo sapiens (Human)
O60894	O60894	RAMP1_HUMAN	RAMP1	Homo sapiens (Human)
P54756	P54756	EPHA5_HUMAN	EPHA5 BSK EHK1 HEK7 TYRO4	Homo sapiens (Human)
O75340	O75340	PDCD6_HUMAN	PDCD6 ALG2	Homo sapiens (Human)
P24158	P24158	PRTN3_HUMAN	PRTN3 MBN	Homo sapiens (Human)
P29459	P29459	IL12A_HUMAN	IL12A NKSF1	Homo sapiens (Human)
P41567	P41567	EIF1_HUMAN	EIF1 SUI1	Homo sapiens (Human)
P05154	P05154	IPSP_HUMAN	SERPINA5 PCI PLANH3 PROCI	Homo sapiens (Human)
P05546	P05546	HEP2_HUMAN	SERPIND1 HCF2	Homo sapiens (Human)
P07204	P07204	TRBM_HUMAN	THBD THRM	Homo sapiens (Human)
P05112	P05112	IL4_HUMAN	IL4	Homo sapiens (Human)
O95760	O95760	IL33_HUMAN	IL33 C9orf26 IL1F11 NFHEV	Homo sapiens (Human)
Q9H082	Q9H082	RB33B_HUMAN	RAB33B	Homo sapiens (Human)
Q5T5X7	Q5T5X7	BEND3_HUMAN	BEND3 KIAA1553	Homo sapiens (Human)
P28067	P28067	DMA_HUMAN	HLA-DMA DMA RING6	Homo sapiens (Human)
O95453	O95453	PARN_HUMAN	PARN DAN	Homo sapiens (Human)
Q06643	Q06643	TNFC_HUMAN	LTB TNFC TNFSF3	Homo sapiens (Human)
P53992	P53992	SC24C_HUMAN	SEC24C KIAA0079	Homo sapiens (Human)
Q8NFH4	Q8NFH4	NUP37_HUMAN	NUP37	Homo sapiens (Human)
Q9NQW1	Q9NQW1	SC31B_HUMAN	SEC31B SEC31L2	Homo sapiens (Human)
P30480	P30480	1B42_HUMAN	HLA-B HLAB	Homo sapiens (Human)
Q9BRX5	Q9BRX5	PSF3_HUMAN	GINS3 PSF3	Homo sapiens (Human)
Q14691	Q14691	PSF1_HUMAN	GINS1 KIAA0186 PSF1	Homo sapiens (Human)
P78559	P78559	MAP1A_HUMAN	MAP1A MAP1L	Homo sapiens (Human)
Q7Z3B4	Q7Z3B4	NUP54_HUMAN	NUP54	Homo sapiens (Human)
P53990	P53990	IST1_HUMAN	IST1 KIAA0174	Homo sapiens (Human)
O95631	O95631	NET1_HUMAN	NTN1 NTN1L	Homo sapiens (Human)
O95185	O95185	UNC5C_HUMAN	UNC5C UNC5H3	Homo sapiens (Human)
Q9Y6J9	Q9Y6J9	TAF6L_HUMAN	TAF6L PAF65A	Homo sapiens (Human)
O43278	O43278	SPIT1_HUMAN	SPINT1 HAI1 UNQ223/PRO256	Homo sapiens (Human)
Q14999	Q14999	CUL7_HUMAN	CUL7 KIAA0076	Homo sapiens (Human)
Q8IWT3	Q8IWT3	CUL9_HUMAN	CUL9 H7AP1 KIAA0708 PARC	Homo sapiens (Human)
O00471	O00471	EXOC5_HUMAN	EXOC5 SEC10 SEC10L1	Homo sapiens (Human)
Q8IYI6	Q8IYI6	EXOC8_HUMAN	EXOC8	Homo sapiens (Human)
Q8NEZ4	Q8NEZ4	KMT2C_HUMAN	KMT2C HALR KIAA1506 MLL3	Homo sapiens (Human)
Q15572	Q15572	TAF1C_HUMAN	TAF1C	Homo sapiens (Human)
Q96MX6	Q96MX6	WDR92_HUMAN	WDR92	Homo sapiens (Human)
P05165	P05165	PCCA_HUMAN	PCCA	Homo sapiens (Human)
P05166	P05166	PCCB_HUMAN	PCCB	Homo sapiens (Human)
Q14554	Q14554	PDIA5_HUMAN	PDIA5 PDIR	Homo sapiens (Human)
Q8NEZ2	Q8NEZ2	VP37A_HUMAN	VPS37A HCRP1	Homo sapiens (Human)
Q8TDR0	Q8TDR0	MIPT3_HUMAN	TRAF3IP1 IFT54 MIPT3	Homo sapiens (Human)
P59780	P59780	AP3S2_HUMAN	AP3S2	Homo sapiens (Human)
Q92572	Q92572	AP3S1_HUMAN	AP3S1 CLAPS3	Homo sapiens (Human)
O75888	O75888	TNF13_HUMAN	TNFSF13 APRIL TALL2 ZTNF2 UNQ383/PRO715	Homo sapiens (Human)
P09919	P09919	CSF3_HUMAN	CSF3 C17orf33 GCSF	Homo sapiens (Human)
Q13596	Q13596	SNX1_HUMAN	SNX1	Homo sapiens (Human)
P08240	P08240	SRPRA_HUMAN	SRPRA SRPR	Homo sapiens (Human)
Q9Y5M8	Q9Y5M8	SRPRB_HUMAN	SRPRB PSEC0230	Homo sapiens (Human)
P42568	P42568	AF9_HUMAN	MLLT3 AF9 YEATS3	Homo sapiens (Human)
Q13111	Q13111	CAF1A_HUMAN	CHAF1A CAF CAF1P150	Homo sapiens (Human)
Q8N6F1	Q8N6F1	CLD19_HUMAN	CLDN19	Homo sapiens (Human)
P51610	P51610	HCFC1_HUMAN	HCFC1 HCF1 HFC1	Homo sapiens (Human)
P01903	P01903	DRA_HUMAN	HLA-DRA HLA-DRA1	Homo sapiens (Human)
Q12965	Q12965	MYO1E_HUMAN	MYO1E MYO1C	Homo sapiens (Human)
P57105	P57105	SYJ2B_HUMAN	SYNJ2BP OMP25	Homo sapiens (Human)
Q9NQP4	Q9NQP4	PFD4_HUMAN	PFDN4 PFD4	Homo sapiens (Human)
P62760	P62760	VISL1_HUMAN	VSNL1 VISL1	Homo sapiens (Human)
Q8IUG5	Q8IUG5	MY18B_HUMAN	MYO18B	Homo sapiens (Human)
B0I1T2	B0I1T2	MYO1G_HUMAN	MYO1G HA2	Homo sapiens (Human)
O14618	O14618	CCS_HUMAN	CCS	Homo sapiens (Human)
Q9NR31	Q9NR31	SAR1A_HUMAN	SAR1A SAR1 SARA SARA1	Homo sapiens (Human)
P41271	P41271	NBL1_HUMAN	NBL1 DAN DAND1	Homo sapiens (Human)
Q9UNN8	Q9UNN8	EPCR_HUMAN	PROCR EPCR	Homo sapiens (Human)
O60494	O60494	CUBN_HUMAN	CUBN IFCR	Homo sapiens (Human)
P27352	P27352	IF_HUMAN	GIF IFMH	Homo sapiens (Human)
Q9Y4X3	Q9Y4X3	CCL27_HUMAN	CCL27 ILC SCYA27	Homo sapiens (Human)
Q6X4U4	Q6X4U4	SOSD1_HUMAN	SOSTDC1 USAG1 CDA019	Homo sapiens (Human)
P51654	P51654	GPC3_HUMAN	GPC3 OCI5	Homo sapiens (Human)
Q12884	Q12884	SEPR_HUMAN	FAP	Homo sapiens (Human)
Q8NBP7	Q8NBP7	PCSK9_HUMAN	PCSK9 NARC1 PSEC0052	Homo sapiens (Human)
Q8WY64	Q8WY64	MYLIP_HUMAN	MYLIP BZF1 IDOL BM-023 PP5242	Homo sapiens (Human)
Q5SW96	Q5SW96	ARH_HUMAN	LDLRAP1 ARH	Homo sapiens (Human)
Q92797	Q92797	SYMPK_HUMAN	SYMPK SPK	Homo sapiens (Human)
Q14116	Q14116	IL18_HUMAN	IL18 IGIF IL1F4	Homo sapiens (Human)
Q9Y535	Q9Y535	RPC8_HUMAN	POLR3H KIAA1665 RPC8	Homo sapiens (Human)
O14802	O14802	RPC1_HUMAN	POLR3A	Homo sapiens (Human)
O15160	O15160	RPAC1_HUMAN	POLR1C POLR1E	Homo sapiens (Human)
P05423	P05423	RPC4_HUMAN	POLR3D BN51 BN51T	Homo sapiens (Human)
Q99750	Q99750	MDFI_HUMAN	MDFI	Homo sapiens (Human)
Q14571	Q14571	ITPR2_HUMAN	ITPR2	Homo sapiens (Human)
Q9UBN4	Q9UBN4	TRPC4_HUMAN	TRPC4	Homo sapiens (Human)
A8MT69	A8MT69	CENPX_HUMAN	CENPX FAAP10 MHF2 STRA13	Homo sapiens (Human)
Q9Y6N9	Q9Y6N9	USH1C_HUMAN	USH1C AIE75	Homo sapiens (Human)
Q9H251	Q9H251	CAD23_HUMAN	CDH23 KIAA1774 KIAA1812 UNQ1894/PRO4340	Homo sapiens (Human)
O95149	O95149	SPN1_HUMAN	SNUPN RNUT1 SPN1	Homo sapiens (Human)
Q9C005	Q9C005	DPY30_HUMAN	DPY30	Homo sapiens (Human)
Q9Y5Z7	Q9Y5Z7	HCFC2_HUMAN	HCFC2	Homo sapiens (Human)
P50748	P50748	KNTC1_HUMAN	KNTC1 KIAA0166	Homo sapiens (Human)
Q9H900	Q9H900	ZWILC_HUMAN	ZWILCH	Homo sapiens (Human)
P25774	P25774	CATS_HUMAN	CTSS	Homo sapiens (Human)
Q9Y6C9	Q9Y6C9	MTCH2_HUMAN	MTCH2 MIMP HSPC032	Homo sapiens (Human)
P09668	P09668	CATH_HUMAN	CTSH CPSB	Homo sapiens (Human)
Q9NSD9	Q9NSD9	SYFB_HUMAN	FARSB FARSLB FRSB HSPC173	Homo sapiens (Human)
P41586	P41586	PACR_HUMAN	ADCYAP1R1	Homo sapiens (Human)
Q9H9E3	Q9H9E3	COG4_HUMAN	COG4	Homo sapiens (Human)
P20908	P20908	CO5A1_HUMAN	COL5A1	Homo sapiens (Human)
P11226	P11226	MBL2_HUMAN	MBL2 COLEC1 MBL	Homo sapiens (Human)
Q0VDF9	Q0VDF9	HSP7E_HUMAN	HSPA14 HSP60 HSP70L1	Homo sapiens (Human)
Q9NP99	Q9NP99	TREM1_HUMAN	TREM1	Homo sapiens (Human)
O00330	O00330	ODPX_HUMAN	PDHX PDX1	Homo sapiens (Human)
P55197	P55197	AF10_HUMAN	MLLT10 AF10	Homo sapiens (Human)
Q9H9H4	Q9H9H4	VP37B_HUMAN	VPS37B	Homo sapiens (Human)
Q86XT2	Q86XT2	VP37D_HUMAN	VPS37D WBSCR24	Homo sapiens (Human)
Q9UK41	Q9UK41	VPS28_HUMAN	VPS28	Homo sapiens (Human)
O60291	O60291	MGRN1_HUMAN	MGRN1 KIAA0544 RNF156	Homo sapiens (Human)
Q8NFJ9	Q8NFJ9	BBS1_HUMAN	BBS1 BBS2L2	Homo sapiens (Human)
P36404	P36404	ARL2_HUMAN	ARL2	Homo sapiens (Human)
Q86VZ6	Q86VZ6	JAZF1_HUMAN	JAZF1 TIP27 ZNF802	Homo sapiens (Human)
Q86WQ0	Q86WQ0	NR2CA_HUMAN	NR2C2AP TRA16	Homo sapiens (Human)
Q6NZ36	Q6NZ36	FAP20_HUMAN	FAAP20 C1orf86 FP7162	Homo sapiens (Human)
P23510	P23510	TNFL4_HUMAN	TNFSF4 TXGP1	Homo sapiens (Human)
P22692	P22692	IBP4_HUMAN	IGFBP4 IBP4	Homo sapiens (Human)
P24592	P24592	IBP6_HUMAN	IGFBP6 IBP6	Homo sapiens (Human)
P18065	P18065	IBP2_HUMAN	IGFBP2 BP2 IBP2	Homo sapiens (Human)
P08133	P08133	ANXA6_HUMAN	ANXA6 ANX6	Homo sapiens (Human)
Q99471	Q99471	PFD5_HUMAN	PFDN5 MM1 PFD5	Homo sapiens (Human)
Q9Y4X5	Q9Y4X5	ARI1_HUMAN	ARIH1 ARI MOP6 UBCH7BP HUSSY-27	Homo sapiens (Human)
P50876	P50876	R144A_HUMAN	RNF144A KIAA0161 RNF144 UBCE7IP4	Homo sapiens (Human)
Q9NV58	Q9NV58	RN19A_HUMAN	RNF19A RNF19	Homo sapiens (Human)
Q6ZMZ0	Q6ZMZ0	RN19B_HUMAN	RNF19B IBRDC3 NKLAM	Homo sapiens (Human)
P12319	P12319	FCERA_HUMAN	FCER1A FCE1A	Homo sapiens (Human)
Q15633	Q15633	TRBP2_HUMAN	TARBP2 TRBP	Homo sapiens (Human)
Q9UPY3	Q9UPY3	DICER_HUMAN	DICER1 DICER HERNA KIAA0928	Homo sapiens (Human)
P54277	P54277	PMS1_HUMAN	PMS1 PMSL1	Homo sapiens (Human)
Q15375	Q15375	EPHA7_HUMAN	EPHA7 EHK3 HEK11	Homo sapiens (Human)
Q9UF33	Q9UF33	EPHA6_HUMAN	EPHA6 EHK2 HEK12	Homo sapiens (Human)
P22303	P22303	ACES_HUMAN	ACHE	Homo sapiens (Human)
Q92973	Q92973	TNPO1_HUMAN	TNPO1 KPNB2 MIP1 TRN	Homo sapiens (Human)
Q9NPH9	Q9NPH9	IL26_HUMAN	IL26 AK155	Homo sapiens (Human)
Q8IZI9	Q8IZI9	IFNL3_HUMAN	IFNL3 IL28B IL28C ZCYTO22	Homo sapiens (Human)
Q8IU54	Q8IU54	IFNL1_HUMAN	IFNL1 IL29 ZCYTO21	Homo sapiens (Human)
Q8IZJ0	Q8IZJ0	IFNL2_HUMAN	IFNL2 IL28A ZCYTO20	Homo sapiens (Human)
Q9Y3E7	Q9Y3E7	CHMP3_HUMAN	CHMP3 CGI149 NEDF VPS24 CGI-149	Homo sapiens (Human)
Q9UQN3	Q9UQN3	CHM2B_HUMAN	CHMP2B CGI-84	Homo sapiens (Human)
O43633	O43633	CHM2A_HUMAN	CHMP2A BC2 CHMP2	Homo sapiens (Human)
Q96FZ7	Q96FZ7	CHMP6_HUMAN	CHMP6 VPS20	Homo sapiens (Human)
Q9Y235	Q9Y235	ABEC2_HUMAN	APOBEC2	Homo sapiens (Human)
P37088	P37088	SCNNA_HUMAN	SCNN1A SCNN1	Homo sapiens (Human)
P11686	P11686	PSPC_HUMAN	SFTPC SFTP2	Homo sapiens (Human)
Q9BZ29	Q9BZ29	DOCK9_HUMAN	DOCK9 KIAA1058 ZIZ1	Homo sapiens (Human)
Q12982	Q12982	BNIP2_HUMAN	BNIP2 NIP2	Homo sapiens (Human)
B2RTY4	B2RTY4	MYO9A_HUMAN	MYO9A MYR7	Homo sapiens (Human)
Q9NRR8	Q9NRR8	C42S1_HUMAN	CDC42SE1 SPEC1	Homo sapiens (Human)
Q15642	Q15642	CIP4_HUMAN	TRIP10 CIP4 STOT STP	Homo sapiens (Human)
P98174	P98174	FGD1_HUMAN	FGD1 FGDY ZFYVE3	Homo sapiens (Human)
Q9HB63	Q9HB63	NET4_HUMAN	NTN4	Homo sapiens (Human)
O43752	O43752	STX6_HUMAN	STX6	Homo sapiens (Human)
Q92956	Q92956	TNR14_HUMAN	TNFRSF14 HVEA HVEM UNQ329/PRO509	Homo sapiens (Human)
P27930	P27930	IL1R2_HUMAN	IL1R2 IL1RB	Homo sapiens (Human)
Q96HE7	Q96HE7	ERO1A_HUMAN	ERO1A ERO1L UNQ434/PRO865	Homo sapiens (Human)
P13667	P13667	PDIA4_HUMAN	PDIA4 ERP70 ERP72	Homo sapiens (Human)
Q86YB8	Q86YB8	ERO1B_HUMAN	ERO1B ERO1LB	Homo sapiens (Human)
P55198	P55198	AF17_HUMAN	MLLT6 AF17	Homo sapiens (Human)
Q96AY2	Q96AY2	EME1_HUMAN	EME1 MMS4	Homo sapiens (Human)
Q9HD42	Q9HD42	CHM1A_HUMAN	CHMP1A CHMP1 KIAA0047 PCOLN3 PRSM1	Homo sapiens (Human)
P98155	P98155	VLDLR_HUMAN	VLDLR	Homo sapiens (Human)
P47992	P47992	XCL1_HUMAN	XCL1 LTN SCYC1	Homo sapiens (Human)
Q13219	Q13219	PAPP1_HUMAN	PAPPA	Homo sapiens (Human)
P13232	P13232	IL7_HUMAN	IL7	Homo sapiens (Human)
Q9HBE4	Q9HBE4	IL21_HUMAN	IL21	Homo sapiens (Human)
Q8TAA5	Q8TAA5	GRPE2_HUMAN	GRPEL2	Homo sapiens (Human)
P26718	P26718	NKG2D_HUMAN	KLRK1 D12S2489E NKG2D	Homo sapiens (Human)
Q9UBK5	Q9UBK5	HCST_HUMAN	HCST DAP10 KAP10 PIK3AP UNQ587/PRO1157	Homo sapiens (Human)
Q9BZM4	Q9BZM4	ULBP3_HUMAN	ULBP3 N2DL3 RAET1N	Homo sapiens (Human)
Q29980	Q29980	MICB_HUMAN	MICB PERB11.2	Homo sapiens (Human)
Q29983	Q29983	MICA_HUMAN	MICA PERB11.1	Homo sapiens (Human)
Q6H3X3	Q6H3X3	ULBP5_HUMAN	RAET1G ULBP5	Homo sapiens (Human)
Q8TD07	Q8TD07	RAE1E_HUMAN	RAET1E LETAL N2DL4 ULBP4 UNQ1867/PRO4303	Homo sapiens (Human)
Q9BZM5	Q9BZM5	ULBP2_HUMAN	ULBP2 N2DL2 RAET1H UNQ463/PRO791	Homo sapiens (Human)
P00387	P00387	NB5R3_HUMAN	CYB5R3 DIA1	Homo sapiens (Human)
P61353	P61353	RL27_HUMAN	RPL27	Homo sapiens (Human)
Q9UKY0	Q9UKY0	PRND_HUMAN	PRND DPL UNQ1830/PRO3443	Homo sapiens (Human)
P24043	P24043	LAMA2_HUMAN	LAMA2 LAMM	Homo sapiens (Human)
Q56NI9	Q56NI9	ESCO2_HUMAN	ESCO2	Homo sapiens (Human)
Q9UNP9	Q9UNP9	PPIE_HUMAN	PPIE CYP33	Homo sapiens (Human)
Q9Y333	Q9Y333	LSM2_HUMAN	LSM2 C6orf28 G7B	Homo sapiens (Human)
Q9H816	Q9H816	DCR1B_HUMAN	DCLRE1B SNM1B	Homo sapiens (Human)
Q9BTW9	Q9BTW9	TBCD_HUMAN	TBCD KIAA0988 SSD1 TFCD PP1096	Homo sapiens (Human)
P07357	P07357	CO8A_HUMAN	C8A	Homo sapiens (Human)
P13987	P13987	CD59_HUMAN	CD59 MIC11 MIN1 MIN2 MIN3 MSK21	Homo sapiens (Human)
P56282	P56282	DPOE2_HUMAN	POLE2 DPE2	Homo sapiens (Human)
P61026	P61026	RAB10_HUMAN	RAB10	Homo sapiens (Human)
Q7L576	Q7L576	CYFP1_HUMAN	CYFIP1 KIAA0068	Homo sapiens (Human)
Q6P1K8	Q6P1K8	T2H2L_HUMAN	GTF2H2C; GTF2H2C_2 GTF2H2D	Homo sapiens (Human)
P50150	P50150	GBG4_HUMAN	GNG4 GNGT4	Homo sapiens (Human)
Q9P2W3	Q9P2W3	GBG13_HUMAN	GNG13	Homo sapiens (Human)
P63218	P63218	GBG5_HUMAN	GNG5 GNGT5	Homo sapiens (Human)
O14610	O14610	GBGT2_HUMAN	GNGT2 GNG8 GNG9 GNGT8	Homo sapiens (Human)
P50151	P50151	GBG10_HUMAN	GNG10 GNGT10	Homo sapiens (Human)
O60262	O60262	GBG7_HUMAN	GNG7 GNGT7	Homo sapiens (Human)
Q86TG7	Q86TG7	PEG10_HUMAN	PEG10 EDR KIAA1051 MAR2 MART2 MEF3L1 RGAG3	Homo sapiens (Human)
Q8IY92	Q8IY92	SLX4_HUMAN	SLX4 BTBD12 KIAA1784 KIAA1987	Homo sapiens (Human)
P29460	P29460	IL12B_HUMAN	IL12B NKSF2	Homo sapiens (Human)
Q15819	Q15819	UB2V2_HUMAN	UBE2V2 MMS2 UEV2	Homo sapiens (Human)
Q9Y3I1	Q9Y3I1	FBX7_HUMAN	FBXO7 FBX7	Homo sapiens (Human)
Q14004	Q14004	CDK13_HUMAN	CDK13 CDC2L CDC2L5 CHED KIAA1791	Homo sapiens (Human)
Q9NPF7	Q9NPF7	IL23A_HUMAN	IL23A SGRF UNQ2498/PRO5798	Homo sapiens (Human)
Q9NZD4	Q9NZD4	AHSP_HUMAN	AHSP EDRF ERAF	Homo sapiens (Human)
P68871	P68871	HBB_HUMAN	HBB	Homo sapiens (Human)
P69892	P69892	HBG2_HUMAN	HBG2	Homo sapiens (Human)
P69905	P69905	HBA_HUMAN	HBA1; HBA2	Homo sapiens (Human)
P02100	P02100	HBE_HUMAN	HBE1 HBE	Homo sapiens (Human)
Q7Z6L1	Q7Z6L1	TCPR1_HUMAN	TECPR1 KIAA1358	Homo sapiens (Human)
Q9H0Y0	Q9H0Y0	ATG10_HUMAN	ATG10 APG10L PP12616	Homo sapiens (Human)
Q8IWZ8	Q8IWZ8	SUGP1_HUMAN	SUGP1 SF4	Homo sapiens (Human)
P52756	P52756	RBM5_HUMAN	RBM5 H37 LUCA15	Homo sapiens (Human)
Q8N684	Q8N684	CPSF7_HUMAN	CPSF7	Homo sapiens (Human)
Q15696	Q15696	U2AFM_HUMAN	ZRSR2 U2AF1-RS2 U2AF1L2 U2AF1RS2 URP	Homo sapiens (Human)
Q16630	Q16630	CPSF6_HUMAN	CPSF6 CFIM68	Homo sapiens (Human)
Q92989	Q92989	CLP1_HUMAN	CLP1 HEAB	Homo sapiens (Human)
Q9H0F6	Q9H0F6	SHRPN_HUMAN	SHARPIN SIPL1 PSEC0216	Homo sapiens (Human)
O75874	O75874	IDHC_HUMAN	IDH1 PICD	Homo sapiens (Human)
O00167	O00167	EYA2_HUMAN	EYA2 EAB1	Homo sapiens (Human)
O75436	O75436	VP26A_HUMAN	VPS26A VPS26	Homo sapiens (Human)
Q96QK1	Q96QK1	VPS35_HUMAN	VPS35 MEM3 TCCCTA00141	Homo sapiens (Human)
O60749	O60749	SNX2_HUMAN	SNX2 TRG9	Homo sapiens (Human)
Q658P3	Q658P3	STEA3_HUMAN	STEAP3 TSAP6	Homo sapiens (Human)
P13804	P13804	ETFA_HUMAN	ETFA	Homo sapiens (Human)
P38117	P38117	ETFB_HUMAN	ETFB FP585	Homo sapiens (Human)
O76094	O76094	SRP72_HUMAN	SRP72	Homo sapiens (Human)
Q9UHB9	Q9UHB9	SRP68_HUMAN	SRP68	Homo sapiens (Human)
Q92609	Q92609	TBCD5_HUMAN	TBC1D5 KIAA0210	Homo sapiens (Human)
O00189	O00189	AP4M1_HUMAN	AP4M1 MUARP2	Homo sapiens (Human)
Q9Y6B7	Q9Y6B7	AP4B1_HUMAN	AP4B1	Homo sapiens (Human)
Q9UPM8	Q9UPM8	AP4E1_HUMAN	AP4E1	Homo sapiens (Human)
P37108	P37108	SRP14_HUMAN	SRP14	Homo sapiens (Human)
P49458	P49458	SRP09_HUMAN	SRP9	Homo sapiens (Human)
O60508	O60508	PRP17_HUMAN	CDC40 EHB3 PRP17 PRPF17	Homo sapiens (Human)
Q86U44	Q86U44	MTA70_HUMAN	METTL3 MTA70	Homo sapiens (Human)
P28068	P28068	DMB_HUMAN	HLA-DMB DMB RING7	Homo sapiens (Human)
Q7Z7A3	Q7Z7A3	CTU1_HUMAN	CTU1 ATPBD3 NCS6	Homo sapiens (Human)
Q5T4W7	Q5T4W7	ARTN_HUMAN	ARTN EVN	Homo sapiens (Human)
Q9BY67	Q9BY67	CADM1_HUMAN	CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1	Homo sapiens (Human)
O60884	O60884	DNJA2_HUMAN	DNAJA2 CPR3 HIRIP4	Homo sapiens (Human)
Q92598	Q92598	HS105_HUMAN	HSPH1 HSP105 HSP110 KIAA0201	Homo sapiens (Human)
Q8TBM8	Q8TBM8	DJB14_HUMAN	DNAJB14 UNQ9427/PRO34683	Homo sapiens (Human)
Q9NXW2	Q9NXW2	DJB12_HUMAN	DNAJB12	Homo sapiens (Human)
O15234	O15234	CASC3_HUMAN	CASC3 MLN51	Homo sapiens (Human)
Q13243	Q13243	SRSF5_HUMAN	SRSF5 HRS SFRS5 SRP40	Homo sapiens (Human)
Q5UIP0	Q5UIP0	RIF1_HUMAN	RIF1	Homo sapiens (Human)
Q96RU3	Q96RU3	FNBP1_HUMAN	FNBP1 FBP17 KIAA0554	Homo sapiens (Human)
Q9UNF0	Q9UNF0	PACN2_HUMAN	PACSIN2	Homo sapiens (Human)
O95407	O95407	TNF6B_HUMAN	TNFRSF6B DCR3 TR6 UNQ186/PRO212	Homo sapiens (Human)
Q9BSM1	Q9BSM1	PCGF1_HUMAN	PCGF1 NSPC1 RNF68	Homo sapiens (Human)
Q12951	Q12951	FOXI1_HUMAN	FOXI1 FKHL10 FREAC6	Homo sapiens (Human)
O43323	O43323	DHH_HUMAN	DHH	Homo sapiens (Human)
Q96QV1	Q96QV1	HHIP_HUMAN	HHIP HIP UNQ5825/PRO19644	Homo sapiens (Human)
P40424	P40424	PBX1_HUMAN	PBX1 PRL	Homo sapiens (Human)
P47928	P47928	ID4_HUMAN	ID4 BHLHB27	Homo sapiens (Human)
Q969P5	Q969P5	FBX32_HUMAN	FBXO32	Homo sapiens (Human)
Q8TBC4	Q8TBC4	UBA3_HUMAN	UBA3 UBE1C	Homo sapiens (Human)
Q13564	Q13564	ULA1_HUMAN	NAE1 APPBP1 HPP1	Homo sapiens (Human)
Q8IWL2	Q8IWL2	SFTA1_HUMAN	SFTPA1 COLEC4 PSAP SFTP1 SFTPA SFTPA1B	Homo sapiens (Human)
Q14562	Q14562	DHX8_HUMAN	DHX8 DDX8	Homo sapiens (Human)
Q14254	Q14254	FLOT2_HUMAN	FLOT2 ESA1 M17S1	Homo sapiens (Human)
Q969J5	Q969J5	I22R2_HUMAN	IL22RA2 UNQ5793/PRO19598/PRO19822	Homo sapiens (Human)
Q92925	Q92925	SMRD2_HUMAN	SMARCD2 BAF60B PRO2451	Homo sapiens (Human)
Q9BUI4	Q9BUI4	RPC3_HUMAN	POLR3C	Homo sapiens (Human)
Q9NVU0	Q9NVU0	RPC5_HUMAN	POLR3E KIAA1452	Homo sapiens (Human)
Q9NW08	Q9NW08	RPC2_HUMAN	POLR3B	Homo sapiens (Human)
P35052	P35052	GPC1_HUMAN	GPC1	Homo sapiens (Human)
Q92698	Q92698	RAD54_HUMAN	RAD54L RAD54A	Homo sapiens (Human)
